timestamp,ear,smoothed_ear,gaze,brow,brow_state,wrinkle,smoothed_wrinkle,mouth_open_ratio,lip_thickness,face_height,pitch,yaw,roll,forward_lean_ratio,head_stability_std,is_blink_frame,is_saccade,is_fixation
1784301795.6985326,0.2985,0.3147,0.0122,0.1757,NORMAL,0.2982,0.2962,0.0137,0.2842,1.8482,6.98,-2.98,3.78,1.201,2.202,0,0,1
1784301795.7317462,0.3139,0.3131,-0.0111,0.1725,NORMAL,0.2918,0.2967,0.0571,0.2674,1.8235,6.26,-3.88,3.81,1.206,2.277,0,0,0
1784301795.7652094,0.298,0.3035,-0.0107,0.1759,NORMAL,0.3053,0.2976,0.0445,0.2661,1.8514,8.99,-2.69,4.25,1.205,2.279,0,0,1
1784301795.8034573,0.2916,0.3012,-0.0018,0.1797,NORMAL,0.2932,0.2975,0.0143,0.2853,1.8688,7.72,-2.29,3.81,1.197,2.25,0,0,1
1784301795.8319166,0.2718,0.2871,0.0268,0.1815,NORMAL,0.2941,0.2965,0.0319,0.2694,1.8796,8.49,-1.2,3.37,1.19,2.266,0,0,0
1784301795.866191,0.2964,0.2866,-0.0035,0.1717,NORMAL,0.2984,0.2966,0.0435,0.2852,1.8584,7.82,-3.92,4.33,1.194,2.261,0,0,0
1784301795.8986347,0.3265,0.2982,-0.0128,0.17,NORMAL,0.2917,0.2965,0.029,0.2936,1.8739,7.75,-2.74,3.85,1.194,2.228,0,0,1
1784301795.9323516,0.3017,0.3082,0.0122,0.1788,NORMAL,0.3007,0.2956,0.0857,0.2686,1.8689,8.52,-1.56,3.34,1.197,2.247,0,0,0
1784301795.9684143,0.2887,0.3057,0.0122,0.1749,NORMAL,0.2918,0.2953,0.0143,0.296,1.8455,7.35,-2.89,3.28,1.218,2.24,0,0,1
1784301796.006711,0.3092,0.2999,-0.0066,0.1745,NORMAL,0.2947,0.2955,0.0202,0.2594,1.8675,8.58,-4.53,3.81,1.198,2.205,0,0,1
